times, alts, vels, leftVel, rightVel, accels, rollAxisGrav, yawAxisGrav, pitchAxisGrav, rollAxisLin, yawAxisLin, pitchAxisLin, rollAxisGyro, yawAxisGyro, pitchAxisGyro, roll, yaw, pitch, vSPP, encPos, encPosCmd, limit_out, limit_in, encMax, encMin
60735786,24.840,-0.621,0.060,-0.631,0.009666,0.010,0.100,9.800,0.000,-0.030,0.060,0.0011,0.0000,-0.0022,255.000,-0.562,0.062,231.407,-6,0,1,1,240,0,60
60736968,24.840,-0.568,0.110,-0.578,0.010049,0.010,0.100,9.800,0.010,-0.030,0.110,0.0000,0.0011,-0.0011,255.000,-0.562,0.062,231.407,-6,0,1,1,240,0,60
60738608,24.915,-0.472,-0.030,-0.482,0.009882,0.010,0.100,9.800,0.000,0.000,-0.030,-0.0011,-0.0011,0.0011,255.000,-0.562,0.062,231.398,-6,0,1,1,240,0,60
60739609,24.915,-0.366,0.020,-0.375,0.009332,0.010,0.100,9.800,0.010,0.010,0.020,-0.0011,0.0000,-0.0011,255.000,-0.562,0.062,231.398,-6,0,1,1,240,0,60
60740614,24.915,-0.256,0.070,-0.266,0.009784,0.010,0.100,9.800,0.000,0.000,0.070,-0.0022,0.0011,0.0000,255.000,-0.562,0.062,231.398,-6,0,1,1,240,0,60
60741812,24.901,-0.148,0.090,-0.157,0.009787,0.010,0.100,9.800,0.000,0.000,0.090,-0.0011,0.0022,0.0000,255.000,-0.562,0.062,231.400,-6,0,1,1,240,0,60
60743279,24.901,-0.157,0.070,-0.167,0.010248,0.010,0.100,9.800,-0.010,0.010,0.070,0.0011,0.0000,0.0033,255.000,-0.562,0.062,231.400,-6,0,1,1,240,0,60
60744468,24.901,-0.169,0.000,-0.179,0.010128,0.010,0.100,9.800,0.000,0.000,0.000,-0.0011,-0.0011,-0.0022,255.000,-0.562,0.062,231.400,-6,0,1,1,240,0,60
60746073,24.804,-0.229,0.070,-0.239,0.010247,0.010,0.100,9.800,0.010,0.000,0.070,-0.0033,0.0011,-0.0011,255.000,-0.562,0.062,231.411,-6,0,1,1,240,0,60
60747039,24.804,-0.182,0.090,-0.192,0.010316,0.010,0.100,9.800,0.020,0.000,0.090,0.0022,0.0011,0.0011,255.000,-0.562,0.062,231.411,-6,0,1,1,240,0,60
60748673,24.826,-0.118,0.000,-0.128,0.010264,0.010,0.100,9.800,0.000,0.000,0.000,0.0022,-0.0022,0.0011,255.000,-0.562,0.062,231.408,-6,0,1,1,240,0,60
60749834,24.826,-0.054,0.010,-0.064,0.009964,0.010,0.100,9.800,0.000,-0.010,0.010,0.0011,-0.0011,0.0000,255.000,-0.562,0.062,231.408,-6,0,1,1,240,0,60
60750944,24.826,0.015,0.070,0.005,0.010405,0.010,0.100,9.800,-0.010,-0.040,0.070,-0.0011,-0.0011,0.0022,255.000,-0.562,0.062,231.408,-6,0,1,1,240,0,60
60751949,24.826,0.091,0.090,0.081,0.010368,0.010,0.100,9.800,-0.020,-0.010,0.090,0.0000,0.0011,0.0000,255.000,-0.562,0.062,231.408,-6,0,1,1,240,0,60
60753515,24.895,0.183,-0.000,0.173,0.009779,0.010,0.100,9.800,-0.040,-0.030,0.000,0.0000,0.0000,0.0022,255.000,-0.562,0.062,231.400,-6,0,1,1,240,0,60
60755123,24.895,0.278,0.020,0.268,0.009286,0.010,0.100,9.800,-0.020,-0.010,0.020,0.0011,-0.0011,0.0011,255.000,-0.562,0.062,231.400,-6,0,1,1,240,0,60
60756782,24.965,0.359,0.100,0.349,0.009824,0.010,0.100,9.800,-0.010,0.000,0.100,0.0011,0.0000,0.0022,255.000,-0.562,0.062,231.392,-6,0,1,1,240,0,60
60757760,24.965,0.374,0.060,0.364,0.009601,0.010,0.100,9.800,-0.010,-0.020,0.060,-0.0011,0.0022,-0.0011,255.000,-0.562,0.062,231.392,-6,0,1,1,240,0,60
60758938,24.965,0.382,-0.030,0.373,0.009122,0.010,0.100,9.800,0.000,-0.020,-0.030,-0.0011,0.0011,-0.0022,255.000,-0.562,0.062,231.392,-6,0,1,1,240,0,60
60760467,24.935,0.338,-0.020,0.329,0.008784,0.010,0.100,9.800,-0.010,-0.030,-0.020,0.0000,0.0000,-0.0011,255.000,-0.562,0.062,231.396,-6,0,1,1,240,0,60
60761621,24.935,0.287,0.100,0.278,0.008788,0.010,0.100,9.800,0.000,-0.020,0.100,0.0011,0.0011,0.0000,255.000,-0.562,0.062,231.396,-6,0,1,1,240,0,60
60762668,24.659,0.100,0.050,0.091,0.008617,0.010,0.100,9.800,0.000,0.010,0.050,0.0022,0.0011,0.0011,255.000,-0.562,0.062,231.428,-6,0,1,1,240,0,60
60763890,24.659,0.054,-0.010,0.046,0.007689,0.010,0.100,9.800,0.010,0.030,-0.010,0.0022,0.0000,0.0022,255.000,-0.562,0.062,231.428,-6,0,1,1,240,0,60
60764995,24.659,0.020,0.050,0.013,0.007498,0.010,0.100,9.800,0.010,0.030,0.050,-0.0011,0.0000,0.0033,255.000,-0.562,0.062,231.428,-6,0,1,1,240,0,60
60766647,25.067,0.186,0.080,0.178,0.008014,0.010,0.100,9.800,0.000,0.020,0.080,-0.0022,0.0011,0.0011,255.000,-0.562,0.062,231.380,-6,0,1,1,240,0,60
60767888,25.067,0.223,0.090,0.215,0.008296,0.010,0.100,9.800,0.020,0.020,0.090,-0.0056,0.0022,0.0000,255.000,-0.562,0.062,231.380,-6,0,1,1,240,0,60
60769461,25.067,0.249,-0.010,0.241,0.008192,0.010,0.100,9.800,0.000,0.000,-0.010,0.0022,-0.0011,-0.0022,255.000,-0.562,0.062,231.380,-6,0,1,1,240,0,60
60770899,24.951,0.209,0.080,0.200,0.008639,0.010,0.100,9.800,0.040,0.010,0.080,0.0000,-0.0011,0.0011,255.000,-0.562,0.062,231.394,-6,0,1,1,240,0,60
60771749,24.951,0.218,0.090,0.209,0.008919,0.010,0.100,9.800,0.000,0.000,0.090,0.0011,0.0011,-0.0011,255.000,-0.562,0.062,231.394,-6,0,1,1,240,0,60
60772760,24.951,0.222,0.040,0.214,0.008776,0.010,0.100,9.800,-0.010,0.000,0.040,0.0011,0.0000,-0.0011,255.000,-0.562,0.062,231.394,-6,0,1,1,240,0,60
60773611,24.887,0.200,-0.040,0.192,0.008075,0.010,0.100,9.800,0.000,0.000,-0.040,0.0000,0.0000,-0.0011,255.000,-0.562,0.062,231.401,-6,0,1,1,240,0,60
60774548,24.887,0.178,0.010,0.170,0.007777,0.010,0.100,9.800,-0.040,0.000,0.010,-0.0022,0.0000,0.0000,255.000,-0.562,0.062,231.401,-6,0,1,1,240,0,60
60775644,24.887,0.153,0.060,0.146,0.007166,0.010,0.100,9.800,-0.050,0.000,0.060,-0.0022,0.0011,-0.0022,255.000,-0.562,0.062,231.401,-6,0,1,1,240,0,60
60776572,24.887,0.164,0.060,0.157,0.006943,0.010,0.100,9.800,-0.050,0.000,0.060,0.0000,0.0000,-0.0011,255.000,-0.562,0.062,231.401,-6,0,1,1,240,0,60
60777472,24.937,0.201,0.120,0.194,0.007577,0.010,0.100,9.800,-0.050,-0.020,0.120,0.0000,-0.0011,-0.0022,255.000,-0.562,0.062,231.395,-6,0,1,1,240,0,60
60778592,24.937,0.239,-0.020,0.231,0.008521,0.010,0.100,9.800,-0.030,-0.010,-0.020,0.0000,0.0000,-0.0011,255.000,-0.562,0.062,231.395,-6,0,1,1,240,0,60
60779548,24.937,0.270,0.020,0.262,0.008063,0.010,0.100,9.800,0.000,0.010,0.020,0.0000,-0.0011,-0.0011,255.000,-0.562,0.062,231.395,-6,0,1,1,240,0,60
60780519,24.937,0.301,0.020,0.293,0.007474,0.010,0.100,9.800,0.000,0.010,0.020,-0.0011,0.0022,-0.0033,255.000,-0.562,0.062,231.395,-6,0,1,1,240,0,60
60781544,24.804,0.271,0.080,0.263,0.007740,0.010,0.100,9.800,0.000,0.010,0.080,-0.0033,0.0011,-0.0011,255.000,-0.562,0.062,231.411,-6,0,1,1,240,0,60
60782627,24.804,0.189,0.100,0.180,0.008490,0.010,0.100,9.800,0.040,-0.020,0.100,-0.0022,0.0000,-0.0011,255.000,-0.562,0.062,231.411,-6,0,1,1,240,0,60
60783578,24.804,0.102,-0.020,0.094,0.007790,0.010,0.100,9.800,0.030,-0.010,-0.020,-0.0011,0.0011,0.0000,255.000,-0.562,0.062,231.411,-6,0,1,1,240,0,60
60784568,24.777,0.011,0.050,0.004,0.006884,0.010,0.100,9.800,0.020,0.020,0.050,0.0000,0.0022,-0.0011,255.000,-0.562,0.062,231.414,-6,0,1,1,240,0,60
60785690,24.777,-0.081,0.060,-0.088,0.006872,0.010,0.100,9.800,0.010,0.010,0.060,-0.0011,0.0000,0.0000,255.000,-0.562,0.062,231.414,-6,0,1,1,240,0,60
60787040,24.777,-0.176,0.080,-0.183,0.007314,0.010,0.100,9.800,-0.020,0.020,0.080,-0.0022,0.0011,0.0011,255.000,-0.562,0.062,231.414,-6,0,1,1,240,0,60
60788104,24.763,-0.281,0.040,-0.289,0.007234,0.010,0.100,9.800,-0.030,0.030,0.040,-0.0022,0.0022,-0.0022,255.000,-0.562,0.062,231.416,-6,0,1,1,240,0,60
60789359,24.763,-0.345,-0.010,-0.352,0.006768,0.010,0.100,9.800,-0.010,0.020,-0.010,-0.0011,-0.0011,0.0000,255.000,-0.562,0.062,231.416,-6,0,1,1,240,0,60
60790825,24.763,-0.403,0.060,-0.411,0.007135,0.010,0.100,9.800,0.000,0.000,0.060,0.0000,0.0011,-0.0022,255.000,-0.562,0.062,231.416,-6,0,1,1,240,0,60
60791696,24.799,-0.393,0.120,-0.401,0.008059,0.010,0.100,9.800,0.000,-0.020,0.120,0.0000,-0.0011,-0.0022,255.000,-0.562,0.062,231.411,-6,0,1,1,240,0,60
60793018,24.799,-0.375,0.090,-0.384,0.009058,0.010,0.100,9.800,0.010,-0.020,0.090,-0.0022,0.0000,0.0022,255.000,-0.562,0.062,231.411,-6,0,1,1,240,0,60
60794152,24.799,-0.352,-0.020,-0.361,0.008897,0.010,0.100,9.800,0.020,-0.020,-0.020,0.0000,-0.0011,-0.0011,255.000,-0.562,0.062,231.411,-6,0,1,1,240,0,60
60795709,24.882,-0.292,0.100,-0.301,0.008709,0.010,0.100,9.800,0.000,-0.010,0.100,0.0011,-0.0011,0.0011,255.000,-0.562,0.062,231.402,-6,0,1,1,240,0,60
60796663,24.882,-0.230,0.100,-0.239,0.009106,0.010,0.100,9.800,0.000,-0.010,0.100,0.0011,0.0011,-0.0011,255.000,-0.562,0.062,231.402,-6,0,1,1,240,0,60
60797738,24.882,-0.336,0.110,-0.346,0.010230,0.010,0.100,9.800,-0.020,0.010,0.110,-0.0011,0.0000,0.0022,255.000,-0.562,0.062,231.402,-6,0,1,1,240,0,60
60798799,25.047,-0.356,-0.000,-0.367,0.010620,0.010,0.100,9.800,-0.020,0.000,0.000,0.0000,0.0011,0.0022,255.000,-0.562,0.062,231.383,-6,0,1,1,240,0,60
60799684,25.047,-0.395,0.030,-0.406,0.010241,0.010,0.100,9.800,-0.020,0.020,0.030,0.0000,0.0011,-0.0011,255.000,-0.562,0.062,231.383,-6,0,1,1,240,0,60
60800652,25.047,-0.199,0.070,-0.209,0.009751,0.010,0.100,9.800,-0.020,0.010,0.070,-0.0011,0.0011,-0.0011,255.000,-0.562,0.062,231.383,-6,0,1,1,240,0,60
60801783,25.047,-0.001,0.080,-0.011,0.010223,0.010,0.100,9.800,-0.020,0.010,0.080,0.0011,0.0011,-0.0011,255.000,-0.562,0.062,231.383,-6,0,1,1,240,0,60
60802701,25.020,0.177,0.020,0.167,0.010531,0.010,0.100,9.800,0.000,0.010,0.020,0.0022,0.0011,0.0011,255.000,-0.562,0.062,231.386,-6,0,1,1,240,0,60
60803655,25.020,0.286,-0.020,0.276,0.009914,0.010,0.100,9.800,0.010,-0.020,-0.020,0.0011,-0.0022,0.0000,255.000,-0.562,0.062,231.386,-6,0,1,1,240,0,60
60804756,25.020,0.392,0.050,0.383,0.009130,0.010,0.100,9.800,0.010,0.000,0.050,0.0000,0.0000,0.0011,255.000,-0.562,0.062,231.386,-6,0,1,1,240,0,60
60805662,24.674,0.309,0.050,0.300,0.008944,0.010,0.100,9.800,0.000,0.010,0.050,0.0011,-0.0011,0.0022,255.000,-0.562,0.062,231.426,-6,0,1,1,240,0,60
60806657,24.674,0.202,0.050,0.193,0.009249,0.010,0.100,9.800,0.000,0.010,0.050,-0.0011,0.0011,0.0011,255.000,-0.562,0.062,231.426,-6,0,1,1,240,0,60
60807692,24.674,0.104,0.060,0.094,0.009451,0.010,0.100,9.800,-0.020,-0.020,0.060,-0.0022,0.0000,0.0000,255.000,-0.562,0.062,231.426,-6,0,1,1,240,0,60
60808653,24.674,0.013,0.060,0.004,0.009241,0.010,0.100,9.800,-0.020,-0.020,0.060,0.0000,-0.0011,0.0000,255.000,-0.562,0.062,231.426,-6,0,1,1,240,0,60
60809641,24.570,-0.126,-0.000,-0.134,0.008154,0.010,0.100,9.800,-0.010,-0.010,0.000,-0.0011,0.0011,-0.0033,255.000,-0.562,0.062,231.438,-6,0,1,1,240,0,60
60810627,24.570,-0.225,0.010,-0.232,0.007807,0.010,0.100,9.800,-0.030,0.000,0.010,0.0000,0.0022,0.0033,255.000,-0.562,0.062,231.438,-6,0,1,1,240,0,60
60811781,24.570,-0.311,0.110,-0.319,0.007877,0.010,0.100,9.800,-0.030,-0.010,0.110,0.0011,0.0022,0.0000,255.000,-0.562,0.062,231.438,-6,0,1,1,240,0,60
60812708,24.791,-0.266,0.080,-0.274,0.007803,0.010,0.100,9.800,0.000,0.000,0.080,-0.0011,0.0011,-0.0022,255.000,-0.562,0.062,231.412,-6,0,1,1,240,0,60
60813681,24.854,-0.182,0.000,-0.189,0.007068,0.010,0.100,9.800,0.000,0.010,0.000,0.0011,0.0022,0.0011,255.000,-0.562,0.062,231.405,-6,0,1,1,240,0,60
60814802,24.854,-0.174,0.050,-0.181,0.006763,0.010,0.100,9.800,0.010,0.000,0.050,0.0000,0.0011,0.0011,255.000,-0.562,0.062,231.405,-6,0,1,1,240,0,60
60815733,24.854,-0.167,0.070,-0.174,0.007189,0.010,0.100,9.800,0.010,0.000,0.070,-0.0022,0.0011,-0.0033,255.000,-0.562,0.062,231.405,-6,0,1,1,240,0,60
60816720,24.786,-0.201,0.070,-0.208,0.007395,0.010,0.100,9.800,0.010,0.000,0.070,-0.0022,0.0022,-0.0022,255.000,-0.562,0.062,231.413,-6,0,1,1,240,0,60
60817670,24.786,-0.253,0.110,-0.260,0.007401,0.010,0.100,9.800,0.010,-0.010,0.110,0.0011,0.0000,-0.0022,255.000,-0.562,0.062,231.413,-6,0,1,1,240,0,60
60818649,24.786,-0.307,0.090,-0.315,0.007918,0.010,0.100,9.800,0.020,0.010,0.090,0.0000,0.0000,-0.0011,255.000,-0.562,0.062,231.413,-6,0,1,1,240,0,60
60819673,24.786,-0.362,-0.020,-0.370,0.008278,0.010,0.100,9.800,0.020,0.010,-0.020,0.0000,0.0000,-0.0011,255.000,-0.562,0.062,231.413,-6,0,1,1,240,0,60
60820687,25.019,-0.293,0.020,-0.301,0.008115,0.010,0.100,9.800,0.000,0.000,0.020,0.0022,0.0000,0.0022,255.000,-0.562,0.062,231.386,-6,0,1,1,240,0,60
60821835,25.019,-0.229,0.090,-0.238,0.008293,0.010,0.100,9.800,0.000,0.030,0.090,0.0011,-0.0011,0.0000,255.000,-0.562,0.062,231.386,-6,0,1,1,240,0,60
60822761,25.019,-0.174,0.060,-0.182,0.008491,0.010,0.100,9.800,-0.020,0.010,0.060,-0.0011,-0.0011,0.0011,255.000,-0.562,0.062,231.386,-6,0,1,1,240,0,60
60823728,24.694,-0.299,-0.000,-0.307,0.008213,0.010,0.100,9.800,-0.010,0.000,0.000,-0.0022,-0.0022,0.0000,255.000,-0.562,0.062,231.424,-6,0,1,1,240,0,60
60824843,24.694,-0.421,0.030,-0.429,0.007806,0.010,0.100,9.800,-0.010,-0.010,0.030,-0.0022,-0.0011,0.0011,255.000,-0.562,0.062,231.424,-6,0,1,1,240,0,60
60825770,24.694,-0.539,0.090,-0.547,0.008064,0.010,0.100,9.800,-0.020,-0.020,0.090,0.0011,-0.0011,0.0000,255.000,-0.562,0.062,231.424,-6,0,1,1,240,0,60
60826869,24.694,-0.594,0.089,-0.603,0.008999,0.010,0.100,9.800,-0.020,-0.060,0.090,0.0022,0.0022,-0.0011,255.000,-0.562,0.062,231.424,-6,0,1,1,240,0,60
60827783,24.620,-0.688,0.110,-0.697,0.009221,0.010,0.100,9.800,0.000,-0.030,0.110,0.0011,0.0011,0.0000,255.000,-0.562,0.062,231.432,-6,0,1,1,240,0,60
60828881,24.620,-0.772,-0.000,-0.781,0.008939,0.010,0.100,9.800,0.000,-0.040,0.000,-0.0011,0.0000,0.0011,255.000,-0.562,0.062,231.432,-6,0,1,1,240,0,60
60829792,24.620,-0.739,0.060,-0.747,0.008820,0.010,0.100,9.800,0.020,-0.020,0.060,0.0000,0.0011,0.0000,255.000,-0.562,0.062,231.432,-6,0,1,1,240,0,60
60830760,24.758,-0.605,0.070,-0.614,0.009167,0.010,0.100,9.800,0.000,-0.020,0.070,-0.0011,0.0033,-0.0022,255.000,-0.562,0.062,231.416,-6,0,1,1,240,0,60
60831886,24.758,-0.459,0.090,-0.469,0.009508,0.010,0.100,9.800,0.000,0.000,0.090,-0.0022,0.0022,-0.0011,255.000,-0.562,0.062,231.416,-6,0,1,1,240,0,60
60832781,24.758,-0.303,0.110,-0.313,0.009708,0.010,0.100,9.800,-0.010,0.000,0.110,-0.0011,0.0000,0.0022,255.000,-0.562,0.062,231.416,-6,0,1,1,240,0,60
60833740,24.758,-0.153,0.110,-0.163,0.009908,0.010,0.100,9.800,-0.010,0.000,0.110,-0.0022,0.0011,-0.0022,255.000,-0.562,0.062,231.416,-6,0,1,1,240,0,60
60835119,24.923,0.110,0.050,0.100,0.010037,0.010,0.100,9.800,-0.010,0.030,0.050,0.0000,0.0011,0.0000,255.000,-0.562,0.062,231.397,-6,0,1,1,240,0,60
60836003,24.923,0.373,0.090,0.363,0.010298,0.010,0.100,9.800,-0.010,0.000,0.090,-0.0011,-0.0022,0.0000,255.000,-0.562,0.062,231.397,-6,0,1,1,240,0,60
60837288,24.923,0.421,0.080,0.409,0.011388,0.010,0.100,9.800,-0.010,0.010,0.080,0.0044,0.0011,0.0000,255.000,-0.562,0.062,231.397,-6,0,1,1,240,0,60
60838389,24.736,0.343,0.030,0.331,0.011360,0.010,0.100,9.800,0.000,0.000,0.030,-0.0011,-0.0022,0.0000,255.000,-0.562,0.062,231.419,-6,0,1,1,240,0,60
60840099,24.736,0.260,0.010,0.249,0.011006,0.010,0.100,9.800,0.010,-0.030,0.010,-0.0011,-0.0011,0.0033,255.000,-0.562,0.062,231.419,-6,0,1,1,240,0,60
60840948,24.736,0.177,0.060,0.166,0.011009,0.010,0.100,9.800,0.010,-0.030,0.060,0.0033,0.0000,-0.0011,255.000,-0.562,0.062,231.419,-6,0,1,1,240,0,60
60841876,24.813,0.077,0.090,0.066,0.011535,0.010,0.100,9.800,0.000,-0.030,0.090,0.0000,0.0000,0.0011,255.000,-0.562,0.062,231.410,-6,0,1,1,240,0,60
60843305,24.813,-0.030,0.090,-0.043,0.012264,0.010,0.100,9.800,0.000,-0.010,0.090,-0.0011,0.0011,-0.0011,255.000,-0.562,0.062,231.410,-6,0,1,1,240,0,60
60844409,24.813,-0.145,-0.020,-0.157,0.011664,0.010,0.100,9.800,-0.040,-0.020,-0.020,-0.0022,0.0022,-0.0011,255.000,-0.562,0.062,231.410,-6,0,1,1,240,0,60
60845938,24.951,-0.050,0.070,-0.061,0.011132,0.010,0.100,9.800,-0.060,0.000,0.070,-0.0011,0.0011,-0.0011,255.000,-0.562,0.062,231.394,-6,0,1,1,240,0,60
60847000,24.951,0.074,0.090,0.062,0.011384,0.010,0.100,9.800,-0.040,0.000,0.090,-0.0022,-0.0011,0.0000,255.000,-0.562,0.062,231.394,-6,0,1,1,240,0,60
60847884,24.951,0.189,0.100,0.177,0.011952,0.010,0.100,9.800,-0.020,0.000,0.100,-0.0011,-0.0011,0.0011,255.000,-0.562,0.062,231.394,-6,0,1,1,240,0,60
60848834,24.758,0.187,-0.030,0.175,0.011656,0.010,0.100,9.800,0.000,0.000,-0.030,0.0000,0.0011,0.0011,255.000,-0.562,0.062,231.416,-6,0,1,1,240,0,60
60850152,24.758,0.148,0.020,0.137,0.010690,0.010,0.100,9.800,0.000,0.000,0.020,0.0022,0.0011,-0.0022,255.000,-0.562,0.062,231.416,-6,0,1,1,240,0,60
60851141,24.758,0.111,0.080,0.101,0.010293,0.010,0.100,9.800,0.020,0.000,0.080,0.0011,-0.0011,0.0011,255.000,-0.562,0.062,231.416,-6,0,1,1,240,0,60
60851991,24.868,0.138,0.080,0.128,0.009919,0.010,0.100,9.800,0.030,0.000,0.080,0.0011,0.0011,0.0000,255.000,-0.562,0.062,231.403,-6,0,1,1,240,0,60
60852899,24.868,0.161,0.020,0.152,0.009268,0.010,0.100,9.800,0.030,0.000,0.020,0.0011,0.0011,-0.0011,255.000,-0.562,0.062,231.403,-6,0,1,1,240,0,60
60853980,24.868,0.314,-0.020,0.305,0.008648,0.010,0.100,9.800,0.000,-0.020,-0.020,0.0011,0.0033,0.0000,255.000,-0.562,0.062,231.403,-6,0,1,1,240,0,60
60855015,24.868,0.470,0.040,0.462,0.007659,0.010,0.100,9.800,0.010,0.000,0.040,-0.0011,-0.0011,0.0011,255.000,-0.562,0.062,231.403,-6,0,1,1,240,0,60
60856337,24.714,0.548,0.050,0.541,0.007648,0.010,0.100,9.800,-0.010,0.010,0.050,-0.0022,0.0022,-0.0022,255.000,-0.562,0.062,231.421,-6,0,1,1,240,0,60
60857184,24.714,0.456,0.090,0.448,0.007904,0.010,0.100,9.800,-0.010,0.030,0.090,-0.0022,0.0011,0.0011,255.000,-0.562,0.062,231.421,-6,0,1,1,240,0,60
60858194,24.714,0.364,0.060,0.356,0.008366,0.010,0.100,9.800,-0.030,0.000,0.060,-0.0022,-0.0011,0.0000,255.000,-0.562,0.062,231.421,-6,0,1,1,240,0,60
60859071,24.714,0.271,-0.010,0.264,0.007894,0.010,0.100,9.800,-0.030,0.010,-0.010,-0.0022,-0.0011,-0.0022,255.000,-0.562,0.062,231.421,-6,0,1,1,240,0,60
60859947,24.832,0.240,-0.000,0.233,0.006569,0.010,0.100,9.800,-0.010,0.000,0.000,0.0000,0.0011,0.0000,255.000,-0.562,0.062,231.408,-6,0,1,1,240,0,60
60860998,24.832,0.161,0.050,0.154,0.006447,0.010,0.100,9.800,0.000,-0.020,0.050,0.0011,-0.0022,0.0022,255.000,-0.562,0.062,231.408,-6,0,1,1,240,0,60
60861913,24.832,0.073,0.110,0.067,0.006795,0.010,0.100,9.800,0.000,0.000,0.110,-0.0022,0.0011,0.0022,255.000,-0.562,0.062,231.408,-6,0,1,1,240,0,60
60862862,24.771,-0.057,0.110,-0.064,0.006992,0.010,0.100,9.800,0.000,0.000,0.110,0.0000,0.0000,0.0000,255.000,-0.562,0.062,231.415,-6,0,1,1,240,0,60
60863840,24.771,-0.112,0.110,-0.119,0.007224,0.010,0.100,9.800,0.010,-0.030,0.110,0.0033,0.0011,0.0011,255.000,-0.562,0.062,231.415,-6,0,1,1,240,0,60
60864954,24.771,-0.168,0.040,-0.176,0.007723,0.010,0.100,9.800,0.000,-0.020,0.040,0.0011,-0.0022,0.0022,255.000,-0.562,0.062,231.415,-6,0,1,1,240,0,60
60865896,24.771,-0.228,0.060,-0.236,0.008258,0.010,0.100,9.800,-0.010,-0.020,0.060,-0.0011,0.0022,0.0000,255.000,-0.562,0.062,231.415,-6,0,1,1,240,0,60
60866895,24.846,-0.250,0.060,-0.259,0.008362,0.010,0.100,9.800,-0.010,-0.020,0.060,0.0000,0.0022,0.0011,255.000,-0.562,0.062,231.406,-6,0,1,1,240,0,60
60867948,24.846,-0.169,0.020,-0.177,0.008101,0.010,0.100,9.800,-0.010,0.010,0.020,0.0011,0.0011,0.0011,255.000,-0.562,0.062,231.406,-6,0,1,1,240,0,60
60868912,24.846,-0.082,-0.010,-0.089,0.007695,0.010,0.100,9.800,-0.030,0.000,-0.010,0.0000,0.0000,0.0011,255.000,-0.562,0.062,231.406,-6,0,1,1,240,0,60
60869896,24.625,-0.115,0.040,-0.123,0.007843,0.010,0.100,9.800,0.000,-0.010,0.040,0.0000,0.0011,-0.0011,255.000,-0.562,0.062,231.431,-6,0,1,1,240,0,60
60871012,24.625,-0.264,0.060,-0.272,0.008297,0.010,0.100,9.800,0.000,0.000,0.060,0.0022,0.0000,0.0022,255.000,-0.562,0.062,231.431,-6,0,1,1,240,0,60
60871957,24.625,-0.408,0.080,-0.416,0.008364,0.010,0.100,9.800,0.030,0.000,0.080,0.0000,-0.0011,0.0011,255.000,-0.562,0.062,231.431,-6,0,1,1,240,0,60
60872926,24.625,-0.551,0.070,-0.560,0.008498,0.010,0.100,9.800,0.020,0.000,0.070,-0.0033,0.0000,-0.0011,255.000,-0.562,0.062,231.431,-6,0,1,1,240,0,60
60873912,24.487,-0.726,-0.010,-0.734,0.008036,0.010,0.100,9.800,0.030,0.000,-0.010,-0.0011,0.0011,-0.0033,255.000,-0.562,0.062,231.447,-6,0,1,1,240,0,60
60875029,24.487,-0.888,-0.000,-0.895,0.007760,0.010,0.100,9.800,0.010,-0.010,0.000,0.0000,-0.0011,0.0000,255.000,-0.562,0.062,231.447,-6,0,1,1,240,0,60
60875952,24.487,-1.037,0.080,-1.045,0.008172,0.010,0.100,9.800,0.000,0.000,0.080,0.0022,0.0000,0.0011,255.000,-0.562,0.062,231.447,-6,0,1,1,240,0,60
60876941,24.543,-1.044,0.080,-1.052,0.008700,0.010,0.100,9.800,0.000,0.000,0.080,0.0011,0.0000,0.0011,255.000,-0.562,0.062,231.441,-6,0,1,1,240,0,60
60877977,24.667,-0.959,0.100,-0.968,0.008904,0.010,0.100,9.800,-0.020,0.000,0.100,-0.0011,0.0011,-0.0022,255.000,-0.562,0.062,231.427,-6,0,1,1,240,0,60
60878949,24.667,-0.863,-0.000,-0.872,0.008343,0.010,0.100,9.800,-0.010,0.000,0.000,0.0000,0.0000,-0.0011,255.000,-0.562,0.062,231.427,-6,0,1,1,240,0,60
60879934,24.667,-0.884,0.050,-0.891,0.007518,0.010,0.100,9.800,-0.020,-0.020,0.050,0.0033,0.0000,0.0011,255.000,-0.562,0.062,231.427,-6,0,1,1,240,0,60
60881056,24.798,-0.815,0.060,-0.823,0.007301,0.010,0.100,9.800,-0.010,0.000,0.060,0.0011,0.0000,0.0011,255.000,-0.562,0.062,231.411,-6,0,1,1,240,0,60
60881997,24.798,-0.749,0.080,-0.757,0.007489,0.010,0.100,9.800,-0.010,0.000,0.080,0.0000,0.0000,0.0000,255.000,-0.562,0.062,231.411,-6,0,1,1,240,0,60
60883066,24.798,-0.614,0.090,-0.621,0.007797,0.010,0.100,9.800,-0.010,-0.020,0.090,0.0000,0.0011,-0.0011,255.000,-0.562,0.062,231.411,-6,0,1,1,240,0,60
60883993,24.798,-0.477,-0.010,-0.485,0.007747,0.010,0.100,9.800,0.000,-0.010,-0.010,0.0000,0.0000,-0.0011,255.000,-0.562,0.062,231.411,-6,0,1,1,240,0,60
60885087,24.564,-0.479,0.040,-0.487,0.007862,0.010,0.100,9.800,0.020,0.000,0.040,-0.0011,0.0000,0.0011,255.000,-0.562,0.062,231.439,-6,0,1,1,240,0,60
60886001,24.564,-0.469,0.040,-0.477,0.008080,0.010,0.100,9.800,0.000,-0.010,0.040,-0.0022,0.0000,0.0022,255.000,-0.562,0.062,231.439,-6,0,1,1,240,0,60
