times, alts, vels, leftVel, rightVel, accels, rollAxisGrav, yawAxisGrav, pitchAxisGrav, rollAxisLin, yawAxisLin, pitchAxisLin, rollAxisGyro, yawAxisGyro, pitchAxisGyro, roll, yaw, pitch, vSPP, encPos, encPosCmd, limit_out, limit_in, encMax, encMin
70133940,25.249,0.791,-0.010,0.783,0.008051,0.000,0.230,9.800,-0.050,0.020,-0.010,0.0000,0.0011,0.0022,259.312,-1.375,0.000,231.359,-11,0,1,1,240,0,60
70134880,25.317,0.665,0.010,0.657,0.007827,0.000,0.230,9.800,-0.050,0.010,0.010,0.0011,0.0000,-0.0011,259.312,-1.375,0.000,231.351,-11,0,1,1,240,0,60
70135859,25.317,0.526,0.081,0.518,0.008381,0.000,0.230,9.800,-0.030,0.030,0.080,0.0000,0.0022,-0.0011,259.312,-1.375,0.000,231.351,-11,0,1,1,240,0,60
70137000,25.317,0.372,0.061,0.364,0.008449,0.000,0.230,9.800,-0.020,0.030,0.060,-0.0011,-0.0011,0.0022,259.312,-1.375,0.000,231.351,-11,0,1,1,240,0,60
70137897,25.317,0.204,0.110,0.195,0.008356,0.000,0.230,9.800,0.010,0.010,0.110,-0.0022,0.0000,-0.0033,259.312,-1.375,0.000,231.351,-11,0,1,1,240,0,60
70138857,25.386,0.183,0.110,0.175,0.008491,0.000,0.230,9.800,0.010,0.010,0.110,-0.0011,-0.0011,0.0011,259.312,-1.375,0.000,231.343,-11,0,1,1,240,0,60
70139943,25.386,0.156,0.050,0.147,0.009007,0.000,0.230,9.800,0.050,0.020,0.050,0.0022,-0.0011,0.0000,259.312,-1.375,0.000,231.343,-11,0,1,1,240,0,60
70140879,25.386,0.121,0.030,0.111,0.009198,0.000,0.230,9.800,0.040,0.020,0.030,-0.0011,0.0011,0.0000,259.312,-1.375,0.000,231.343,-11,0,1,1,240,0,60
70141874,25.260,0.036,0.030,0.027,0.009010,0.000,0.230,9.800,0.040,0.020,0.030,-0.0011,0.0000,-0.0033,259.312,-1.375,0.000,231.358,-11,0,1,1,240,0,60
70142804,25.260,-0.050,0.090,-0.058,0.008708,0.000,0.230,9.800,0.070,0.010,0.090,-0.0011,0.0022,0.0011,259.312,-1.375,0.000,231.358,-11,0,1,1,240,0,60
70143976,25.260,-0.136,-0.029,-0.144,0.008154,0.000,0.230,9.800,-0.010,0.040,-0.030,-0.0011,0.0022,0.0011,259.312,-1.375,0.000,231.358,-11,0,1,1,240,0,60
70144914,25.260,-0.227,0.001,-0.235,0.007641,0.000,0.230,9.800,-0.030,0.050,0.000,-0.0022,0.0000,0.0022,259.312,-1.375,0.000,231.358,-11,0,1,1,240,0,60
70145888,25.329,-0.278,0.001,-0.285,0.007592,0.000,0.230,9.800,-0.030,0.050,0.000,0.0011,0.0022,0.0000,259.312,-1.375,0.000,231.350,-11,0,1,1,240,0,60
70147049,25.329,-0.328,0.092,-0.336,0.007669,0.000,0.230,9.800,-0.030,0.070,0.090,0.0000,0.0000,0.0011,259.312,-1.375,0.000,231.350,-11,0,1,1,240,0,60
70147980,25.329,-0.306,0.052,-0.314,0.007644,0.000,0.230,9.800,-0.020,0.070,0.050,0.0000,0.0000,0.0000,259.312,-1.375,0.000,231.350,-11,0,1,1,240,0,60
70148929,25.282,-0.312,-0.029,-0.319,0.006964,0.000,0.230,9.800,0.000,0.040,-0.030,0.0000,0.0022,-0.0022,259.312,-1.375,0.000,231.355,-11,0,1,1,240,0,60
70150056,25.282,-0.314,0.001,-0.321,0.006585,0.000,0.230,9.800,0.010,0.030,0.000,0.0011,0.0011,-0.0022,259.312,-1.375,0.000,231.355,-11,0,1,1,240,0,60
70151399,25.282,-0.311,0.090,-0.318,0.007190,0.000,0.230,9.800,0.030,0.000,0.090,0.0000,0.0000,-0.0011,259.312,-1.375,0.000,231.355,-11,0,1,1,240,0,60
70152239,25.282,-0.300,0.090,-0.307,0.007502,0.000,0.230,9.800,0.040,0.000,0.090,0.0011,0.0000,0.0011,259.312,-1.375,0.000,231.355,-11,0,1,1,240,0,60
70153082,25.331,-0.256,0.060,-0.263,0.007324,0.000,0.230,9.800,0.040,0.000,0.060,0.0033,0.0011,-0.0011,259.312,-1.375,0.000,231.350,-11,0,1,1,240,0,60
70154131,25.331,-0.211,-0.020,-0.217,0.006770,0.000,0.230,9.800,0.020,0.020,-0.020,-0.0011,0.0000,-0.0011,259.312,-1.375,0.000,231.350,-11,0,1,1,240,0,60
70155007,25.331,-0.130,0.021,-0.136,0.005718,0.000,0.230,9.800,0.000,0.030,0.020,0.0044,0.0022,0.0011,259.312,-1.375,0.000,231.350,-11,0,1,1,240,0,60
70155963,25.331,-0.045,0.111,-0.050,0.005470,0.000,0.230,9.800,-0.010,0.030,0.110,-0.0011,0.0011,0.0011,259.312,-1.375,0.000,231.350,-11,0,1,1,240,0,60
70157110,25.275,0.013,0.090,0.006,0.006249,0.000,0.230,9.800,-0.020,0.020,0.090,-0.0022,0.0022,0.0044,259.312,-1.375,0.000,231.356,-11,0,1,1,240,0,60
70158016,25.275,0.075,0.091,0.069,0.006767,0.000,0.230,9.800,-0.050,0.050,0.090,0.0000,-0.0011,0.0022,259.312,-1.375,0.000,231.356,-11,0,1,1,240,0,60
70158968,25.275,0.048,0.001,0.041,0.006646,0.000,0.230,9.800,-0.040,0.040,0.000,0.0000,0.0011,0.0011,259.312,-1.375,0.000,231.356,-11,0,1,1,240,0,60
70160086,25.213,-0.017,0.021,-0.024,0.006410,0.000,0.230,9.800,-0.020,0.050,0.020,0.0033,-0.0022,-0.0011,259.312,-1.375,0.000,231.363,-11,0,1,1,240,0,60
70161120,25.213,-0.079,0.051,-0.086,0.006911,0.000,0.230,9.800,-0.010,0.030,0.050,-0.0022,-0.0022,0.0044,259.312,-1.375,0.000,231.363,-11,0,1,1,240,0,60
70162051,25.213,-0.138,0.090,-0.145,0.007554,0.000,0.230,9.800,0.000,0.020,0.090,0.0011,-0.0022,0.0022,259.312,-1.375,0.000,231.363,-11,0,1,1,240,0,60
70162997,25.213,-0.215,0.040,-0.223,0.007638,0.000,0.230,9.800,0.040,0.010,0.040,-0.0022,-0.0011,-0.0011,259.312,-1.375,0.000,231.363,-11,0,1,1,240,0,60
70164109,25.414,-0.171,-0.039,-0.178,0.006972,0.000,0.230,9.800,0.050,0.020,-0.040,0.0011,0.0000,0.0000,259.312,-1.375,0.000,231.340,-11,0,1,1,240,0,60
70165005,25.414,-0.134,0.000,-0.141,0.006690,0.000,0.230,9.800,0.050,0.010,0.000,0.0022,-0.0011,0.0000,259.312,-1.375,0.000,231.340,-11,0,1,1,240,0,60
70165961,25.414,-0.060,0.000,-0.067,0.006852,0.000,0.230,9.800,0.050,0.010,0.000,-0.0011,0.0011,0.0000,259.312,-1.375,0.000,231.340,-11,0,1,1,240,0,60
70167063,25.442,0.028,0.080,0.021,0.006688,0.000,0.230,9.800,0.000,0.020,0.080,0.0000,-0.0011,0.0022,259.312,-1.375,0.000,231.337,-11,0,1,1,240,0,60
70167985,25.442,0.110,0.061,0.104,0.006582,0.000,0.230,9.800,-0.010,0.040,0.060,-0.0022,0.0033,0.0000,259.312,-1.375,0.000,231.337,-11,0,1,1,240,0,60
70168962,25.442,0.188,0.061,0.181,0.006547,0.000,0.230,9.800,-0.010,0.040,0.060,-0.0022,0.0011,0.0011,259.312,-1.375,0.000,231.337,-11,0,1,1,240,0,60
70169951,25.442,0.306,0.001,0.299,0.006644,0.000,0.230,9.800,-0.010,0.060,0.000,0.0011,0.0000,0.0022,259.312,-1.375,0.000,231.337,-11,0,1,1,240,0,60
70171107,25.392,0.391,0.051,0.384,0.006943,0.000,0.230,9.800,-0.020,0.060,0.050,0.0022,0.0000,0.0033,259.312,-1.375,0.000,231.343,-11,0,1,1,240,0,60
70172050,25.392,0.477,0.102,0.470,0.007040,0.000,0.230,9.800,-0.010,0.070,0.100,-0.0011,-0.0011,0.0000,259.312,-1.375,0.000,231.343,-11,0,1,1,240,0,60
70172995,25.392,0.481,0.110,0.474,0.006882,0.000,0.230,9.800,-0.010,0.020,0.110,-0.0022,-0.0022,-0.0011,259.312,-1.375,0.000,231.343,-11,0,1,1,240,0,60
70174132,25.587,0.599,-0.010,0.592,0.006632,0.000,0.230,9.800,0.010,0.000,-0.010,0.0022,-0.0011,0.0033,259.312,-1.375,0.000,231.320,-11,0,1,1,240,0,60
70175041,25.587,0.702,0.040,0.696,0.006331,0.000,0.230,9.800,0.010,0.000,0.040,0.0000,-0.0011,0.0000,259.312,-1.375,0.000,231.320,-11,0,1,1,240,0,60
70176014,25.587,0.793,0.050,0.787,0.006645,0.000,0.230,9.800,0.030,-0.010,0.050,-0.0011,-0.0011,0.0000,259.312,-1.375,0.000,231.320,-11,0,1,1,240,0,60
70177175,25.587,0.917,0.080,0.910,0.007025,0.000,0.230,9.800,0.000,-0.010,0.080,-0.0022,-0.0022,0.0022,259.312,-1.375,0.000,231.320,-11,0,1,1,240,0,60
70178116,25.317,0.863,0.041,0.856,0.006934,0.000,0.230,9.800,0.010,0.030,0.040,0.0000,0.0011,-0.0011,259.312,-1.375,0.000,231.351,-11,0,1,1,240,0,60
70179084,25.317,0.811,-0.019,0.804,0.006416,0.000,0.230,9.800,0.000,0.030,-0.020,0.0000,0.0000,0.0011,259.312,-1.375,0.000,231.351,-11,0,1,1,240,0,60
70180030,25.317,0.730,0.001,0.723,0.006328,0.000,0.230,9.800,-0.010,0.060,0.000,0.0000,0.0022,0.0000,259.312,-1.375,0.000,231.351,-11,0,1,1,240,0,60
70181160,25.511,0.764,0.061,0.757,0.006854,0.000,0.230,9.800,-0.020,0.030,0.060,0.0000,0.0011,0.0011,259.312,-1.375,0.000,231.329,-11,0,1,1,240,0,60
70182511,25.511,0.786,0.091,0.778,0.007877,0.000,0.230,9.800,-0.010,0.050,0.090,0.0022,0.0011,0.0000,259.312,-1.375,0.000,231.329,-11,0,1,1,240,0,60
70183577,25.511,0.798,0.041,0.789,0.008136,0.000,0.230,9.800,-0.020,0.050,0.040,-0.0011,0.0000,0.0000,259.312,-1.375,0.000,231.329,-11,0,1,1,240,0,60
70184873,25.587,0.878,-0.020,0.870,0.007626,0.000,0.230,9.800,0.000,0.020,-0.020,-0.0022,0.0000,0.0000,259.312,-1.375,0.000,231.320,-11,0,1,1,240,0,60
70186296,25.587,0.944,0.051,0.937,0.007254,0.000,0.230,9.800,0.050,0.030,0.050,0.0000,-0.0033,0.0000,259.312,-1.375,0.000,231.320,-11,0,1,1,240,0,60
70187157,25.587,1.002,0.081,0.994,0.007512,0.000,0.230,9.800,0.050,0.030,0.080,-0.0011,0.0000,0.0000,259.312,-1.375,0.000,231.320,-11,0,1,1,240,0,60
70188480,25.643,1.082,0.091,1.074,0.008341,0.000,0.230,9.800,0.040,0.050,0.090,0.0011,-0.0022,0.0011,259.312,-1.375,0.000,231.314,-11,0,1,1,240,0,60
70189765,25.643,1.111,-0.009,1.103,0.008146,0.000,0.230,9.800,0.040,0.030,-0.010,0.0011,-0.0011,0.0011,259.312,-1.375,0.000,231.314,-11,0,1,1,240,0,60
70191251,25.643,1.122,0.080,1.115,0.007672,0.000,0.230,9.800,0.000,0.020,0.080,0.0022,-0.0033,0.0011,259.312,-1.375,0.000,231.314,-11,0,1,1,240,0,60
70192158,25.442,1.001,0.051,0.993,0.007700,0.000,0.230,9.800,-0.010,0.030,0.050,-0.0033,0.0000,-0.0011,259.312,-1.375,0.000,231.337,-11,0,1,1,240,0,60
70193578,25.442,0.838,0.110,0.829,0.008703,0.000,0.230,9.800,-0.020,0.020,0.110,-0.0011,-0.0011,0.0011,259.312,-1.375,0.000,231.337,-11,0,1,1,240,0,60
70194693,25.442,0.671,-0.039,0.662,0.008663,0.000,0.230,9.800,-0.030,0.030,-0.040,-0.0033,-0.0011,0.0000,259.312,-1.375,0.000,231.337,-11,0,1,1,240,0,60
70196194,25.317,0.425,0.071,0.417,0.008148,0.000,0.230,9.800,-0.010,0.030,0.070,0.0000,-0.0011,-0.0044,259.312,-1.375,0.000,231.351,-11,0,1,1,240,0,60
70197227,25.317,0.186,0.100,0.178,0.008466,0.000,0.230,9.800,0.000,0.010,0.100,0.0011,0.0011,0.0000,259.312,-1.375,0.000,231.351,-11,0,1,1,240,0,60
70198122,25.317,0.064,0.070,0.055,0.009123,0.000,0.230,9.800,0.000,0.000,0.070,0.0011,-0.0022,0.0000,259.312,-1.375,0.000,231.351,-11,0,1,1,240,0,60
70199412,25.310,-0.057,-0.020,-0.066,0.009531,0.000,0.230,9.800,0.000,0.010,-0.020,-0.0011,-0.0011,0.0011,259.312,-1.375,0.000,231.352,-11,0,1,1,240,0,60
70200245,25.310,-0.170,0.020,-0.179,0.009182,0.000,0.230,9.800,0.000,0.000,0.020,-0.0033,-0.0011,-0.0022,259.312,-1.375,0.000,231.352,-11,0,1,1,240,0,60
70201293,25.310,-0.262,0.080,-0.271,0.008679,0.000,0.230,9.800,0.020,0.000,0.080,-0.0033,0.0000,0.0033,259.312,-1.375,0.000,231.352,-11,0,1,1,240,0,60
70202625,25.242,-0.383,0.090,-0.393,0.009105,0.000,0.230,9.800,0.000,0.010,0.090,0.0000,-0.0011,0.0011,259.312,-1.375,0.000,231.360,-11,0,1,1,240,0,60
70203734,25.242,-0.496,0.101,-0.506,0.010028,0.000,0.230,9.800,-0.010,0.050,0.100,0.0011,0.0000,0.0000,259.312,-1.375,0.000,231.360,-11,0,1,1,240,0,60
70205457,25.242,-0.599,0.051,-0.611,0.011115,0.000,0.230,9.800,0.000,0.050,0.050,0.0011,0.0011,-0.0011,259.312,-1.375,0.000,231.360,-11,0,1,1,240,0,60
70206329,25.477,-0.598,0.061,-0.609,0.011039,0.000,0.230,9.800,0.030,0.060,0.060,-0.0022,0.0000,0.0000,259.312,-1.375,0.000,231.333,-11,0,1,1,240,0,60
70207219,25.477,-0.604,0.101,-0.614,0.010627,0.000,0.230,9.800,0.020,0.050,0.100,-0.0022,-0.0011,0.0000,259.312,-1.375,0.000,231.333,-11,0,1,1,240,0,60
70208651,25.477,-0.610,0.111,-0.621,0.011620,0.000,0.230,9.800,0.020,0.060,0.110,-0.0033,-0.0011,0.0011,259.312,-1.375,0.000,231.333,-11,0,1,1,240,0,60
70210197,25.256,-0.629,0.020,-0.641,0.012115,0.000,0.230,9.800,0.010,0.010,0.020,-0.0022,-0.0011,0.0022,259.312,-1.375,0.000,231.358,-11,0,1,1,240,0,60
70211163,25.256,-0.639,0.051,-0.651,0.011857,0.000,0.230,9.800,0.020,0.030,0.050,0.0022,-0.0011,0.0000,259.312,-1.375,0.000,231.358,-11,0,1,1,240,0,60
70212159,25.256,-0.638,0.051,-0.650,0.011224,0.000,0.230,9.800,0.020,0.030,0.050,0.0000,-0.0011,-0.0011,259.312,-1.375,0.000,231.358,-11,0,1,1,240,0,60
70213247,25.524,-0.491,0.030,-0.503,0.011266,0.000,0.230,9.800,0.000,0.010,0.030,0.0011,-0.0022,0.0044,259.312,-1.375,0.000,231.327,-11,0,1,1,240,0,60
70214183,25.524,-0.490,-0.009,-0.501,0.011130,0.000,0.230,9.800,-0.010,0.040,-0.010,0.0033,0.0000,-0.0011,259.312,-1.375,0.000,231.327,-11,0,1,1,240,0,60
70215154,25.524,-0.499,0.001,-0.509,0.010208,0.000,0.230,9.800,-0.010,0.030,0.000,0.0000,0.0000,0.0000,259.312,-1.375,0.000,231.327,-11,0,1,1,240,0,60
70216284,25.524,-0.517,0.080,-0.527,0.009904,0.000,0.230,9.800,-0.020,0.000,0.080,0.0011,-0.0011,0.0011,259.312,-1.375,0.000,231.327,-11,0,1,1,240,0,60
70217230,25.059,-0.666,0.091,-0.677,0.010386,0.000,0.230,9.800,-0.010,0.030,0.090,0.0011,0.0011,0.0011,259.312,-1.375,0.000,231.381,-11,0,1,1,240,0,60
70218187,25.059,-0.801,0.090,-0.813,0.011247,0.000,0.230,9.800,-0.020,0.020,0.090,0.0011,0.0022,-0.0033,259.312,-1.375,0.000,231.381,-11,0,1,1,240,0,60
70219314,25.059,-0.926,-0.019,-0.937,0.011124,0.000,0.230,9.800,-0.010,0.030,-0.020,0.0022,0.0000,0.0000,259.312,-1.375,0.000,231.381,-11,0,1,1,240,0,60
70220224,25.059,-0.993,0.021,-1.003,0.010001,0.000,0.230,9.800,-0.010,0.030,0.020,0.0000,-0.0011,0.0000,259.312,-1.375,0.000,231.381,-11,0,1,1,240,0,60
70221302,25.394,-0.871,0.070,-0.881,0.009430,0.000,0.230,9.800,0.000,0.020,0.070,0.0011,0.0011,0.0033,259.312,-1.375,0.000,231.342,-11,0,1,1,240,0,60
70222243,25.394,-0.741,0.090,-0.750,0.008874,0.000,0.230,9.800,-0.010,0.020,0.090,0.0000,0.0011,0.0033,259.312,-1.375,0.000,231.342,-11,0,1,1,240,0,60
70223317,25.394,-0.566,0.110,-0.575,0.009467,0.000,0.230,9.800,-0.020,0.020,0.110,0.0000,0.0011,0.0022,259.312,-1.375,0.000,231.342,-11,0,1,1,240,0,60
70224218,25.490,-0.329,-0.030,-0.338,0.009106,0.000,0.230,9.800,-0.050,0.000,-0.030,0.0022,0.0022,0.0000,259.312,-1.375,0.000,231.331,-11,0,1,1,240,0,60
70225179,25.490,-0.084,-0.030,-0.092,0.007298,0.000,0.230,9.800,-0.050,0.000,-0.030,-0.0011,0.0000,0.0000,259.312,-1.375,0.000,231.331,-11,0,1,1,240,0,60
70226518,25.490,0.054,0.070,0.047,0.006548,0.000,0.230,9.800,-0.010,0.010,0.070,0.0022,-0.0022,0.0011,259.312,-1.375,0.000,231.331,-11,0,1,1,240,0,60
70227351,25.490,0.192,0.101,0.185,0.006919,0.000,0.230,9.800,-0.010,0.040,0.100,0.0033,0.0011,-0.0022,259.312,-1.375,0.000,231.331,-11,0,1,1,240,0,60
70228240,25.422,0.295,0.020,0.288,0.006950,0.000,0.230,9.800,0.000,0.010,0.020,0.0000,0.0022,0.0000,259.312,-1.375,0.000,231.339,-11,0,1,1,240,0,60
70229198,25.422,0.322,0.020,0.315,0.006704,0.000,0.230,9.800,0.000,0.010,0.020,0.0011,0.0022,0.0011,259.312,-1.375,0.000,231.339,-11,0,1,1,240,0,60
70230335,25.422,0.346,0.011,0.339,0.006781,0.000,0.230,9.800,0.000,0.030,0.010,0.0000,0.0033,0.0000,259.312,-1.375,0.000,231.339,-11,0,1,1,240,0,60
70231259,25.456,0.386,0.030,0.379,0.007010,0.000,0.230,9.800,0.020,0.020,0.030,0.0022,-0.0011,-0.0011,259.312,-1.375,0.000,231.335,-11,0,1,1,240,0,60
70232244,25.456,0.417,0.030,0.410,0.006852,0.000,0.230,9.800,0.020,0.020,0.030,0.0022,0.0011,0.0000,259.312,-1.375,0.000,231.335,-11,0,1,1,240,0,60
70233337,25.456,0.443,0.071,0.436,0.006602,0.000,0.230,9.800,0.010,0.040,0.070,0.0000,0.0011,0.0044,259.312,-1.375,0.000,231.335,-11,0,1,1,240,0,60
70234261,25.456,0.464,-0.019,0.458,0.005983,0.000,0.230,9.800,0.000,0.060,-0.020,0.0033,0.0011,0.0000,259.312,-1.375,0.000,231.335,-11,0,1,1,240,0,60
70235234,25.296,0.342,0.000,0.337,0.005494,0.000,0.230,9.800,0.000,0.020,0.000,-0.0011,0.0022,-0.0011,259.312,-1.375,0.000,231.354,-11,0,1,1,240,0,60
70236368,25.296,0.215,0.071,0.209,0.005893,0.000,0.230,9.800,0.010,0.040,0.070,0.0022,-0.0011,0.0011,259.312,-1.375,0.000,231.354,-11,0,1,1,240,0,60
70237301,25.296,0.084,0.071,0.078,0.006066,0.000,0.230,9.800,0.020,0.050,0.070,0.0000,0.0011,0.0000,259.312,-1.375,0.000,231.354,-11,0,1,1,240,0,60
70238256,25.298,0.106,0.101,0.100,0.006133,0.000,0.230,9.800,0.000,0.050,0.100,0.0022,0.0000,0.0000,259.312,-1.375,0.000,231.354,-11,0,1,1,240,0,60
70239240,25.298,0.137,0.101,0.131,0.006044,0.000,0.230,9.800,0.000,0.050,0.100,0.0033,0.0011,0.0000,259.312,-1.375,0.000,231.354,-11,0,1,1,240,0,60
70240380,25.298,0.173,0.041,0.166,0.006494,0.000,0.230,9.800,0.000,0.030,0.040,0.0022,-0.0022,0.0000,259.312,-1.375,0.000,231.354,-11,0,1,1,240,0,60
70241288,25.298,0.071,0.031,0.064,0.007104,0.000,0.230,9.800,0.000,0.030,0.030,0.0000,-0.0011,0.0011,259.312,-1.375,0.000,231.354,-11,0,1,1,240,0,60
70242277,25.214,-0.083,0.031,-0.090,0.007138,0.000,0.230,9.800,0.000,0.030,0.030,0.0033,-0.0022,0.0011,259.312,-1.375,0.000,231.363,-11,0,1,1,240,0,60
70243366,25.214,-0.236,0.040,-0.243,0.006811,0.000,0.230,9.800,0.000,0.000,0.040,0.0000,0.0000,0.0011,259.312,-1.375,0.000,231.363,-11,0,1,1,240,0,60
70244292,25.214,-0.215,-0.020,-0.222,0.006368,0.000,0.230,9.800,-0.010,0.020,-0.020,0.0000,-0.0011,0.0022,259.312,-1.375,0.000,231.363,-11,0,1,1,240,0,60
70245273,25.214,-0.181,0.010,-0.187,0.006128,0.000,0.230,9.800,0.000,0.010,0.010,0.0000,0.0000,0.0011,259.312,-1.375,0.000,231.363,-11,0,1,1,240,0,60
70246258,25.179,-0.155,0.010,-0.161,0.006053,0.000,0.230,9.800,0.000,0.010,0.010,0.0033,0.0011,0.0022,259.312,-1.375,0.000,231.367,-11,0,1,1,240,0,60
70247538,25.179,-0.117,0.101,-0.123,0.006573,0.000,0.230,9.800,-0.020,0.030,0.100,0.0000,0.0000,0.0000,259.312,-1.375,0.000,231.367,-11,0,1,1,240,0,60
70248386,25.179,-0.363,0.060,-0.370,0.006955,0.000,0.230,9.800,-0.020,0.010,0.060,0.0000,0.0022,0.0000,259.312,-1.375,0.000,231.367,-11,0,1,1,240,0,60
70249305,25.317,-0.533,-0.020,-0.539,0.006585,0.000,0.230,9.800,-0.020,0.000,-0.020,0.0000,0.0011,0.0011,259.312,-1.375,0.000,231.351,-11,0,1,1,240,0,60
70250418,25.317,-0.710,0.000,-0.716,0.006234,0.000,0.230,9.800,-0.010,0.020,0.000,0.0011,0.0011,0.0000,259.312,-1.375,0.000,231.351,-11,0,1,1,240,0,60
70251315,25.317,-0.899,0.040,-0.906,0.006504,0.000,0.230,9.800,-0.010,0.010,0.040,-0.0011,0.0000,0.0000,259.312,-1.375,0.000,231.351,-11,0,1,1,240,0,60
70252293,25.317,-0.883,0.040,-0.889,0.006494,0.000,0.230,9.800,-0.010,0.010,0.040,-0.0022,0.0000,0.0011,259.312,-1.375,0.000,231.351,-11,0,1,1,240,0,60
70253328,25.496,-0.756,0.070,-0.762,0.006400,0.000,0.230,9.800,0.030,0.020,0.070,0.0022,0.0011,-0.0022,259.312,-1.375,0.000,231.331,-11,0,1,1,240,0,60
70254288,25.496,-0.633,0.070,-0.639,0.006257,0.000,0.230,9.800,0.030,0.020,0.070,0.0022,0.0011,-0.0022,259.312,-1.375,0.000,231.331,-11,0,1,1,240,0,60
70255276,25.496,-0.453,0.000,-0.459,0.005614,0.000,0.230,9.800,0.020,0.020,0.000,0.0044,0.0022,0.0011,259.312,-1.375,0.000,231.331,-11,0,1,1,240,0,60
70256273,25.422,-0.319,0.031,-0.324,0.004960,0.000,0.230,9.800,0.030,0.050,0.030,0.0011,0.0011,0.0011,259.312,-1.375,0.000,231.339,-11,0,1,1,240,0,60
70257450,25.422,-0.180,0.091,-0.185,0.005357,0.000,0.230,9.800,0.020,0.060,0.090,0.0033,-0.0011,0.0011,259.312,-1.375,0.000,231.339,-11,0,1,1,240,0,60
70258374,25.422,-0.039,0.011,-0.045,0.005527,0.000,0.230,9.800,0.020,0.040,0.010,0.0022,0.0000,0.0022,259.312,-1.375,0.000,231.339,-11,0,1,1,240,0,60
70259340,25.422,0.061,-0.029,0.055,0.005058,0.000,0.230,9.800,0.010,0.060,-0.030,-0.0011,0.0000,-0.0011,259.312,-1.375,0.000,231.339,-11,0,1,1,240,0,60
70260467,25.214,0.035,0.001,0.030,0.004812,0.000,0.230,9.800,0.020,0.060,0.000,-0.0011,-0.0022,0.0000,259.312,-1.375,0.000,231.363,-11,0,1,1,240,0,60
70261792,25.214,0.017,0.061,0.011,0.005274,0.000,0.230,9.800,0.000,0.060,0.060,-0.0011,-0.0022,-0.0033,259.312,-1.375,0.000,231.363,-11,0,1,1,240,0,60
70262638,25.214,0.030,0.090,0.024,0.005817,0.000,0.230,9.800,0.000,0.020,0.090,-0.0022,0.0022,-0.0056,259.312,-1.375,0.000,231.363,-11,0,1,1,240,0,60
70263628,25.394,0.161,0.041,0.155,0.005757,0.000,0.230,9.800,0.000,0.030,0.040,0.0000,-0.0011,0.0011,259.312,-1.375,0.000,231.342,-11,0,1,1,240,0,60
70264473,25.394,0.293,0.000,0.288,0.005249,0.000,0.230,9.800,0.000,0.020,0.000,0.0022,0.0000,-0.0022,259.312,-1.375,0.000,231.342,-11,0,1,1,240,0,60
70265384,25.394,0.429,0.000,0.424,0.005068,0.000,0.230,9.800,0.000,0.020,0.000,0.0000,0.0011,-0.0022,259.312,-1.375,0.000,231.342,-11,0,1,1,240,0,60
70266347,25.394,0.466,0.060,0.460,0.005467,0.000,0.230,9.800,0.010,0.010,0.060,0.0000,0.0000,-0.0011,259.312,-1.375,0.000,231.342,-11,0,1,1,240,0,60
70267497,25.579,0.609,0.090,0.603,0.006151,0.000,0.230,9.800,0.000,0.010,0.090,0.0000,0.0000,0.0022,259.312,-1.375,0.000,231.321,-11,0,1,1,240,0,60
70268390,25.579,0.741,0.080,0.734,0.006519,0.000,0.230,9.800,-0.010,0.010,0.080,0.0022,0.0000,-0.0011,259.312,-1.375,0.000,231.321,-11,0,1,1,240,0,60
70269363,25.579,0.863,-0.020,0.857,0.006241,0.000,0.230,9.800,-0.020,0.020,-0.020,-0.0022,0.0000,0.0000,259.312,-1.375,0.000,231.321,-11,0,1,1,240,0,60
70270494,25.616,0.995,0.030,0.990,0.005626,0.000,0.230,9.800,-0.040,0.010,0.030,0.0000,0.0011,-0.0011,259.312,-1.375,0.000,231.317,-11,0,1,1,240,0,60
70271410,25.616,1.115,0.061,1.109,0.005689,0.000,0.230,9.800,-0.010,0.030,0.060,-0.0022,0.0011,-0.0033,259.312,-1.375,0.000,231.317,-11,0,1,1,240,0,60
70272398,25.616,1.224,0.061,1.218,0.006134,0.000,0.230,9.800,-0.010,0.030,0.060,-0.0011,0.0011,-0.0033,259.312,-1.375,0.000,231.317,-11,0,1,1,240,0,60
70273347,25.616,1.266,0.091,1.260,0.006129,0.000,0.230,9.800,-0.010,0.040,0.090,-0.0011,0.0000,-0.0011,259.312,-1.375,0.000,231.317,-11,0,1,1,240,0,60
70274499,25.612,1.288,-0.029,1.282,0.006011,0.000,0.230,9.800,0.000,0.040,-0.030,-0.0044,-0.0011,0.0000,259.312,-1.375,0.000,231.317,-11,0,1,1,240,0,60
70275538,25.612,1.295,0.011,1.289,0.006002,0.000,0.230,9.800,-0.010,0.040,0.010,0.0000,0.0011,0.0000,259.312,-1.375,0.000,231.317,-11,0,1,1,240,0,60
70276443,25.612,1.287,0.081,1.280,0.006569,0.000,0.230,9.800,0.010,0.040,0.080,-0.0011,-0.0033,0.0011,259.312,-1.375,0.000,231.317,-11,0,1,1,240,0,60
70277545,25.270,1.033,0.091,1.026,0.007098,0.000,0.230,9.800,0.010,0.030,0.090,0.0000,0.0011,-0.0022,259.312,-1.375,0.000,231.357,-11,0,1,1,240,0,60
70278437,25.270,0.776,0.021,0.769,0.006954,0.000,0.230,9.800,0.000,0.030,0.020,0.0011,0.0000,0.0022,259.312,-1.375,0.000,231.357,-11,0,1,1,240,0,60
